id,neighborhood,neighborhood_overview
3519768,Allston-Brighton,"Lower Allston, or ""L.A.,"" is also called North Allston.  Lower Allston is the neighborhood across the Massachusetts Turnpike from the rest of Allston.  Lower Allston is very close to Harvard Square and is home to the Harvard Business School, and most of the athletic facilities including the Harvard Stadium. Lower Allston is a small neighborhood that consists of a mix of working professionals, home owners, and long-term residents. Unlike the rest of Allston, Lower Allston has much fewer students.     The neighborhood is very quite, has extremely low crime, and is an easy walk to Allston Village or Harvard Square. "
8789821,Allston-Brighton,"Very safe and convenient neighborhood close to Harvard Square.  Walk to the grocery store, Brugger's bagels, sushi restaurant, wine store, breakfast places, restaurants, bus service to Harvard Square, etc."
11147761,Allston-Brighton,All this and more is within walking distance: Boston College; amazing coffee shops (like Fuel); fabulous restaurants (like Fin's Sushi and Grill); and lovely running/walking trails (like the Chestnut Hill Reservoir path).
7403927,Allston-Brighton,"The neighborhood is a residential but is in an urban setting. On the corner there are restaurants, and the YMCA and library are very close by."
1185034,Allston-Brighton,
7741566,Allston-Brighton,"Very safe and convenient neighborhood close to Harvard Square. Walk to the grocery store, Brugger's bagels, sushi restaurant, wine store, breakfast places, restaurants, bus service to Harvard Square, etc."
7511838,Allston-Brighton,"Very safe and convenient neighborhood close to Harvard Square.  Walk to the grocery store, Brugger's bagels, sushi restaurant, wine store, breakfast places, restaurants, bus service to Harvard Square, etc."
3457722,Allston-Brighton,"We love our neighborhood!  There's a park with a basketball court and playground (and a good sledding hill in winter) just about 8 houses away.  There's ample parking and we know and like all of our neighbors.  We also enjoy spending time out in our yard watching everyone walk by with their dogs at the end of the day.   Also, if you enjoy going for a morning run, you'll love our access to the Charles River bicycle and running path (just 0.3 miles from the house).  You can go all the way downtown on it!"
8751275,Allston-Brighton,"Allston Village, which historically developed around its transportation hub in the late 19th century, was the center of the Rock and Roll music scene in the second half of the 20th century and also features important signage from the recent past. The area is populated by students, recent college graduates and several immigrant groups. The district has become a center for international restaurants, including cuisines from Japan, Korea, Thailand, India, Burma, Tibet, Brazil and other regions across the world."
7310887,Allston-Brighton,"We are located on the border of Brookline and Brighton near Washington Sq. An easy walk to great restaurants and bars in Washington Sq. (ask us for recommendations!), steps to the T and close to Boston College, Boston University, Longwood Medical Area, Harvard Business School, Fenway Park and other great Boston locations."
5295491,Allston-Brighton,"This is one of the quietest and safest part of Brighton with adult professionals and families as neighbors. Steps away from multiple parks, bars and restaurants. Close to Cambridge, Somerville and Newton, 20 minute bus ride to downtown Boston."
3677662,Allston-Brighton,"I love the Bohemian atmosphere, the amazing selection of restaurants and places to go, the multi-ethnic character of the most cosmopolitan and hip neighborhood in Boston"
5606682,Allston-Brighton,"We are located right on the Green line of the T (that is the local subway transportation system for you non -Boston natives) between Boston College and Boston University.  Also there is easy access to buses that can get you to Harvard University as well.  There are several fine restaurants to dine at.  Cuisines ranging from American, Pizza, Italian, Chinese, Sushi, Seafood and bakeries.  Whole Foods is an easy 10 minute walk away from our location.  CVS is also not far away.  This is a safe neighborhood."
8388481,Allston-Brighton,"Very safe and convenient neighborhood close to Harvard Square.  Walk to the grocery store, Brugger's bagels, sushi restaurant, wine store, breakfast places, restaurants, bus service to Harvard Square, etc."
3060038,Allston-Brighton,"The house is located on a residential street so it is quiet and peaceful. It is very close to Brookline neighborhood which is super safety and beautiful (URL HIDDEN) you can check these out on this link. The room is located in the first floor. It has equipped with everything like huge scree LCD, music disc player, wifi speaker. I also provide shampoo and body wash in the bathroom. Moreover, I do have a small LCD with PS4 in the living room, you can play with me sometime or you can be free to use."
5889190,Allston-Brighton,"Allston provides many great restaurants, cafes, and cute boutiques. The area is safe and easy to walk.  Nearby public transit ensures that the entire Boston area is open to exploration!"
6954861,Allston-Brighton,"Close to Boston College, the Reservoir Lake and Boston University. Eateries and Star supermarket are within walking distance. Safe and pleasant."
6646604,Allston-Brighton,"walking distance to public transportation, all green lines B, C and D line. Shops, grocery stores, restaurants are steps away. Easy access anywhere"
12755021,Allston-Brighton,
13345701,Allston-Brighton,
5967421,Allston-Brighton,"Quiet street with access to Harvard Square, and Central Square in Cambridge. Also walking distance to the grocery and the great restaurants in Allston's Restaurant Row."
4402209,Allston-Brighton,
7277653,Allston-Brighton,"Our neighborhood is in a quiet, low-key section of Boston close to the Charles River. We are 10-15min walk from the Red and Green lines. Two minutes to the closest bus stop. Harvard Business School - 0.5miles away Harvard Innovation Lab - 0.5miles away Charles River - 0.5miles Harvard Square  ~1.0 miles Harvard Yard / Main Campus ~1.0miles The Esplanade ~1.0miles Central Square ~ 1.5miles BU and Kendall/MIT are 10-15minutes away via bike, bus or uber.  Please note: we are not very close to Downtown, the Commons, Wharf area or the North End. These places are reachable via bike and T (Boston is not a large city) but if you want to see the sights you should be prepared to use the MBTA, Boston's train service; the train to Downtown takes about half an hour from Harvard Station."
9953144,Allston-Brighton,"Allston is a typical student area, many bars, international restaurants, clubs, easy access by buses to Downtown Boston, Harvard University, Boston University, MIT, Brookline. Our street is quiet, very very low (if any) traffic noise. You may hear birds in the morning and street cats at night. Ear plugs available upon request. Stores in the area: large Supermarket Stop and Shop, Dollar Tree, Home Goods store (inexpensive). Check MBTA online for Transit/Charlie card info. Take smart phone pics of maps now, you can use/zum them offline. Keep in mind that there are alternatives and website is not perfect."
10032327,Allston-Brighton,
